MOLECULE,OUTCOME,,,
CC1(N)CCN(C2=NC(N)=C(SC3=C(C(F)(F)F)N=CC=C3)N=C2)CC1,4.759450752,4.240549248,17399.99999,0
CC1(CN)CCN(C2=NC(N)=C(SC3=C(Cl)C(Cl)=CC=C3)N=C2)CC1,5.619788758,3.380211242,2400.000002,1
CC1(N)CCN(C2=NC(N)=C(SC3=C(Cl)C=CC=C3)N=C2)CC1,5.214670165,3.785329835,6100,1
CC1(C(=O)N2CC(C3=NC(C4=CC=C(C(=O)NC5=NC=CC(C(F)(F)F)=C5)C=C4)=C4C(N)=NC=CN34)C2)COC1,6.397940009,2.602059991,399.9999997,1
CC1(C(=O)N2CCC[C@@H](C3=NC(C4=CC=C(C(=O)NC5=NC=CC(C(F)(F)F)=C5)C=C4)=C4C(N)=NC=CN34)C2)COC1,5.455931956,3.544068044,3499.999997,1
CC1(CC#CC2=C(Cl)C3=C(Cl)C=C(C(N)=O)N=C3N2[C@H]2CCCNC2)COC1,8.301029996,0.698970004,4.999999996,1
CC1(C)C[C@@H]2C[C@@](C)(CN2CCN2CCN(C3=CC(Cl)=CC=C3)C2=O)C1,5.899998417,3.100001583,1258.930001,1
CC1(C)[C@H](NC2=C(C(N)=O)C=NN3C=C(C4=C(F)C=CC=C4)C=C23)CC[C@]1(C)N,5.017728767,3.982271233,9599.999999,1
CC1(C)[C@H](NC2=C(C(N)=O)C=NN3C=C(C4=CC(Cl)=CC=C4)C=C23)CC[C@]1(C)N,5.22184875,3.77815125,5999.999995,1
CC1(C)[C@H](NC2=C(C(N)=O)C=NN3C=C(C4=CC(F)=CC=C4)C=C23)CC[C@]1(C)N,5.119186408,3.880813592,7599.999995,1
CC1(C)[C@H](NC2=C(C(N)=O)C=NN3C=C(C4=CC(F)=NC=C4)C=C23)CC[C@]1(C)N,4.387216143,4.612783857,41000.00003,0
CC1(C)[C@H](NC2=C(C(N)=O)C=NN3C=C(C4=CC=C(C#N)C=C4)C=C23)CC[C@]1(C)N,4.920818754,4.079181246,12000,0
CC1(C)[C@H](NC2=C(C(N)=O)C=NN3C=C(C4=CC=C(F)C=C4)C=C23)CC[C@]1(C)N,4.991399828,4.008600172,10200.00001,0
CC1(C)[C@H](NC2=C(C(N)=O)C=NN3C=C(C4=CC=CC=C4)C=C23)CC[C@]1(C)N,5.420216403,3.579783597,3800.000003,1
CC1(C)[C@H](NC2=C(C(N)=O)C=NN3C=C(C4=CN=C(C#N)C=C4)C=C23)CC[C@]1(C)N,5.387216143,3.612783857,4100.000003,1
CC1(C)[C@H](NC2=C(C(N)=O)C=NN3C=C(C4=CN=C(F)C=C4)C=C23)CC[C@]1(C)N,4.455931956,4.544068044,34999.99997,0
CC1(C)[C@H](NC2=C(C(N)=O)C=NN3C=C(C4=CN=CN=C4)C=C23)CC[C@]1(C)N,5.070581074,3.929418926,8500.000006,1
CC1(C)[C@H]2CC[C@]1(C)CN(CCN1CCN(C3=CC(Cl)=CC=C3)C1=O)C2,5.899998417,3.100001583,1258.930001,1
CC1(C)[C@@H]2CC[C@]13CCN(CCN1CCN(C4=CC(Cl)=CC=C4)C1=O)C3C2,6.099999035,2.900000965,794.3299997,1
CC1(C)OC(=O)C2=C1C=C(NC1=NC(N[C@H](CO)C3=CC=CC=C3)=C(C3=NC(C45CCN(CC4)CC5)=NO3)C=N1)C=C2,6.244125144,2.755874856,570.0000004,1
CC1(C)C(=O)NC2=C1C(N)=NC(N1N=C(CC3=C(F)C(F)=CC=C3F)C3=CC(Cl)=CC=C31)=N2,5.853871964,3.146128036,1400.000001,1
CC1(C)C(=O)NC2=C1C(N)=NC(N1N=C(CC3=C(F)C(F)=CC=C3F)C3=CC=CC=C31)=N2,5.657577319,3.342422681,2200.000001,1
CC1(C)C(=O)NC2=C1C(N)=NC(N1N=C(CC3=C(F)C=CC=C3)C3=CC=CC=C31)=N2,5.30980392,3.69019608,4900,1
CC1CC1C1=NC(COCC2(C3=CC=C(F)C=C3)CCN(C)CC2)=CC(C(F)(F)F)=C1,4.468521083,4.531478917,34000,0
CC1CCN(C(=O)C2=CC3=C(C=C2)N(C)C2=C3CN(C3CCOCC3)CC2)CC1,5.585026652,3.414973348,2600,1
CC1CCN(CCN2CCN(C3=CC(Cl)=CC=C3)C2=O)CC1,5.800000875,3.199999125,1584.889999,1
CC1CCCCN1CCN1CCN(C2=CC(Cl)=CC=C2)C1=O,5.700000504,3.299999496,1995.259999,1
CC1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CSC=C1)C=C2,5.318758763,3.681241237,4799.999996,1
CCC(C)C(C)CN1CCC(CNC(=O)C2=CC(Cl)=CC(Cl)=C2)CC1,6.054039296,2.945960704,883.0000009,1
CCC(CC)CNC1=C2C=C(C3=CC=C(COC)C=C3)C=CC2=NC=C1C(N)=O,4.744727495,4.255272505,18000,0
CCC(CC)CNC1=C2C=C(C3=CC=C(CS(C)(=O)=O)C=C3)C=CC2=NC=C1C(N)=O,5.677780705,3.322219295,2100.000001,1
CCC(CC)CNC1=C2C=C(C3=CC=NC=C3)C=CC2=NC=C1C(N)=O,6.207608311,2.792391689,619.9999993,1
CCC(CC)CNC1=C2C=C(C3=CN=C(C)C=C3)C=CC2=NC=C1C(N)=O,5.48148606,3.51851394,3300.000001,1
CCC(CC)CNC1=C2C=C(C3=CN=C(COC)C=C3)C=CC2=NC=C1C(N)=O,5.602059991,3.397940009,2500.000002,1
CCC(CC)CNC1=C2C=C(C3=CN=CC=C3)C=CC2=NC(C)=C1C(N)=O,6.167491087,2.832508913,680.0000005,1
CCC(CC)CNC1=C2C=C(C3=CN=CC=C3)C=CC2=NC=C1C(N)=O,6.173925197,2.826074803,670.0000005,1
CCC(CC)CNC1=C2C=C(C3=CN=CN=C3)C=CC2=NC=C1C(N)=O,6.119186408,2.880813592,759.9999995,1
CCC(CC)CNC1=C2C=C(C3=CN=NC=C3)C=CC2=NC=C1C(N)=O,5.795880017,3.204119983,1600.000001,1
CCC(CC)CNC1=C2C=C(C3=NN=CC=C3)C=CC2=NC=C1C(N)=O,5.638272164,3.361727836,2300,1
CCC(CC)CNC1=C2C=C(C#N)C=CC2=NC=C1C(N)=O,5.638272164,3.361727836,2300,1
CCC(=S)N1CCC(CN2CC[C@H](NC(=O)C3=C(OC)C=C(N)C(Cl)=C3)[C@H](OC)C2)CC1,5.543330371,3.456669629,2861.999997,1
CCC(=O)NCCC1=C(C2=CC(Cl)=C([C@H]3CNCC[C@@H]3C3=CC(=O)N(C)C=C3)C=C2)C=CC=C1,5.552841969,3.447158031,2799.999998,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=C(F)C=C(F)C=C43)C[C@H]21,5.721246399,3.278753601,1900,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=C(F)C=CC=C43)C[C@H]21,6,3,1000,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC(Cl)=C(Cl)C=C43)C[C@H]21,5.017728767,3.982271233,9599.999999,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC(F)=C(F)C=C43)C[C@H]21,5.301029996,3.698970004,4999.999996,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC(C#N)=CC=C43)C[C@H]21,6.823908741,2.176091259,150,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC(F)=CC=C43)C[C@H]21,6.744727495,2.255272505,180,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC(F)=CC(F)=C43)C[C@H]21,6.244125144,2.755874856,570.0000004,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC(C#N)=CN=C43)C[C@H]21,6.161150909,2.838849091,690.0000004,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC(F)=CN=C43)C[C@H]21,5.677780705,3.322219295,2100.000001,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC=C(F)C=C43)C[C@H]21,5.26760624,3.73239376,5400.000002,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC=C(F)C(F)=C43)C[C@H]21,5.26760624,3.73239376,5400.000002,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC=CC=C43)C[C@H]21,6.107905397,2.892094603,780.0000006,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC=CC(F)=C43)C[C@H]21,5.677780705,3.322219295,2100.000001,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC=CN=C43)C[C@H]21,4.958607315,4.041392685,11000,0
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC=NC=C43)C[C@H]21,5.920818754,3.079181246,1200,1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=NC=C(C#N)C=C43)C[C@H]21,5.283996656,3.716003344,5200.000004,1
CCC(NCCCC[C@@H](C[C@@H](OC)C1=CC=C(F)C=C1)C(=O)NO)C1=CC=C(F)C=C1,5,4,10000,1
CCC(NCCCC[C@@H](NC1=CC(C)=C(F)C(C)=C1)C(=O)NO)C1=CC=C(F)C=C1,6.022276395,2.977723605,949.9999994,1
CCC(NCCCC[C@@H](OC1=CC(C)=C(F)C(C)=C1)C(=O)NO)C1=CC=C(F)C=C1,5.568636236,3.431363764,2699.999999,1
CCC(C)(C)C1=CC=C(S(=O)(=O)NC2=CC=C([C@]34CNC[C@H]3C4)C=C2)C=C1,5.899998417,3.100001583,1258.930001,1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)/C(=N/OCOCCOC)C(C)C(O)C1(C)O,4.439999946,4.560000054,36307.80999,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,4.139999976,4.860000024,72443.60001,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,4.480000028,4.519999972,33113.11001,0
CCC1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(C3=NC=CC(C(F)(F)F)=C3)CC2)(C(C)C)C1,5.920818754,3.079181246,1200,1
CCCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCC1=CC(Cl)=CC=C1N1C=NN=N1)C1=CC=C(F)C=C1,4.823908741,4.176091259,15000,0
CCCCC(N1CCOCC1)C(O)(C1=CN=CC=C1)C1=CN=CC=C1,4.443697499,4.556302501,36000.00002,0
CCCCCC1=NN(C2=NC3=C(C(N)=N2)C(C)(C)C(=O)N3)C2=C1C=C(Cl)C=C2,5.045757491,3.954242509,8999.999991,1
CCCCN(CC1=CN=CN1CC1=CC=C(C#N)C=C1)[C@H]1CCN(CC2=CC=CC=C2)C1=O,6.721246399,2.278753601,190,1
CCCCN1CCC[C@@H]1CN1N=C(CC2=CC=C(Cl)C=C2)C2=C(N=CC=C2)C1=O,7.100015437,1.899984563,79.43000008,1
CCCCN1CCC[C@@H]1CN1N=C(CC2=CC=C(Cl)C=C2)C2=C(C=CN=C2)C1=O,7.299988938,1.700011062,50.11999996,1
CCCCN1CCC[C@@H]1CN1N=C(CC2=CC=C(Cl)C=C2)C2=C(C=CC=N2)C1=O,8.400007822,0.599992178,3.981000004,1
CCCCOC1=CC(Cl)=CC(OCCCC)=C1/N=N/C1=C(O)C=CC2=CC=CC=C21,6.397940009,2.602059991,399.9999997,1
CCCCOC1=CC(OCCCC)=C(/N=N/C2=C(O)C=CC3=CC=CC=C32)C(Cl)=C1,6.397940009,2.602059991,399.9999997,1
CCCC[C@@H](CCO)NC1=C2CN(C(=O)C3=CC=CS3)CCC2=NC(N)=N1,5.161150909,3.838849091,6900.000004,1
CCCCC1=NN(C2=NC3=C(C(N)=N2)C(C)(C)C(=O)N3)C2=C1C=C(Cl)C=C2,4.910094889,4.089905111,12299.99999,0
CCCCC1=CC=C(S(=O)(=O)NC2=CC=C([C@]34CNC[C@H]3C4)C=C2)C=C1,5.700000504,3.299999496,1995.259999,1
CCCN(CCC1=CNC2=CC=CC=C12)CC1=CC=C(/C=C/C(=O)NO)C=C1,5.175223538,3.824776462,6679.999993,1
CCCN1C(=O)CC2(CCN(CC3CCN(C(=O)OCC)CC3)CC2)C2=C1N=CC=C2,6.173925197,2.826074803,670.0000005,1
CCCNCC1=CN=C(CCN2C=CC(OCC3=CC=C(F)C=C3)=CC2=O)C=C1,5.292429824,3.707570176,5099.999999,1
CCCNS(=O)(=O)C1=CC=C(C2=CC=C(CCN3CCC[C@H]3C)C=C2)C=C1,5.850239127,3.149760873,1411.760001,1
CCCOCCN1C(=O)C(N2CCN(CCO)CC2)=NC2=C1C=C(C1=CN=C(OC)C=C1)N=C2,5.747146969,3.252853031,1790,1
CCCOCCN1C(=O)C(N2CCN(C[C@@H](C)O)CC2)=NC2=C1C=C(C1=CN=C(OC)C=C1)N=C2,6.638272164,2.361727836,230,1
CCCOCCN1C(=O)C(N2CCNCC2)=NC2=C1C=C(C1=CN=C(OC)C=C1)N=C2,6.173925197,2.826074803,670.0000005,1
CCCOCCN1C(=O)C(NCCNCCO)=NC2=C1C=C(C1=CN=C(OC)C=C1)N=C2,5.346787486,3.653212514,4500.000002,1
CCCOC1=NC(OC)=CC([C@](O)(CCN(C)C)[C@@H](C2=C(OC)N=C3C=CC(Br)=CC3=C2)C2=C(OC)C(OC)=NC=C2)=C1,5.107905397,3.892094603,7800.000006,1
CCCS(=O)(=O)NC1CN(C2=CC3=C(C=C2)CC[C@H](N2CCC2)[C@@H]3CC2=CC=CC=C2)C1,5.167491087,3.832508913,6800.000005,1
CCCS(=O)(=O)N1C2=C(C=C(C(=O)N3CCC(C)CC3)C=C2)C2=C1CCN(C1CCOCC1)C2,5.698970004,3.301029996,2000.000002,1
CCCN1C(=O)C2=C(C=CC=C2)N=C1C1=CC=C(OCCCN2CCCCC2)C=C1,5.744727495,3.255272505,1800,1
CCCC1=NC2=C(C=CC=C2)C(=O)N1C1=CC=C(OCCCN2CCCC2)C=C1,5.552841969,3.447158031,2799.999998,1
CCCC1=NN(C2=NC3=C(C(N)=N2)C(C)(C)C(=O)N3)C2=C1C=C(Cl)C=C2,5.017728767,3.982271233,9599.999999,1
CCCC1=NC2=C(C=C3CCN(CCCSC4=NN=C(C5=CC=CC6=NC(C)=CC=C56)N4C)CCC3=C2)O1,6.199998172,2.800001828,630.9600003,1
CCN(CC)C(=O)C1=CC=C(C(=C2CCN(CC3=CC=C(F)C=C3)CC2)C2=C(NC(=O)OC)C=CC=C2)C=C1,5.327902142,3.672097858,4700.000001,1
CCN(CC)C(=O)C1=CC=C(C(C2=CC(NC(=O)OC)=CC=C2)=C2CCN(CC3=CC=C(F)C=C3)CC2)C=C1,5.958607315,3.041392685,1100,1
CCN(CC)C(=O)C1=CC=C(C(C2=CC=C(NC(C)=O)C=C2)=C2CCN(CC3=CC=C(F)C=C3)CC2)C=C1,5.886056648,3.113943352,1299.999999,1
CCN(CC)C(=O)C1=CC=C(C(C2=NC=CC=C2)=C2CCN(CC3=CC=C(F)C=C3)CC2)C=C1,5.408935393,3.591064607,3900,1
CCN(CC)C(=O)C1=CC=C([C@H](C2=CC(NC(=O)C3CC3)=CC=C2)N2CCN(CC3=CC=C(F)C=C3)CC2)C=C1,4.958607315,4.041392685,11000,0
CCN(C)C(=O)C1=CC=C([C@H](C2=CC(NC(=O)C3CCC3)=CC=C2)N2CCN(CC3=CN=CC=C3)CC2)C=C1,4.552841969,4.447158031,27999.99998,0
CCN(CC)C(=O)C1=CC=C([C@H](C2=CC(NC(=O)OC)=CC=C2)N2CCN(CC3=CN=CC=C3)CC2)C=C1,4.958607315,4.041392685,11000,0
CCN(C)C(=O)C1=CC=C([C@H](C2=CC(NC(=O)OC)=CC=C2)N2CCN(CC3=CSC=N3)CC2)C=C1,4.769551079,4.230448921,16999.99999,0
CCN(CC)C(=O)C1=CC=C([C@H](C2=CC(NC(=O)OC)=CC=C2)N2CCN(CC3=CN=CS3)CC2)C=C1,4.853871964,4.146128036,14000.00001,0
CCN(CC)C1(CNC(=O)N2CCC(C3=NC(C4=NC5=C(C=CC=C5)C=C4)=NO3)CC2)CCCC1,5.026872146,3.973127854,9400.000009,1
CCN(C(=O)CC1=CC=C(S(C)(=O)=O)C=C1)C1CCN(CC[C@@H](C2=CC(F)=CC(F)=C2)C2CCN(S(C)(=O)=O)CC2)CC1,4.958607315,4.041392685,11000,0
CCN(C(=O)CC1=CC=C(S(C)(=O)=O)C=C1)C1CCN(CC2=CC=C(C(F)(F)F)C=C2)CC1,5.602059991,3.397940009,2500.000002,1
CCN(CC)CCOC1=C(Cl)C=C(Cl)C(C2=NC(SCC(=O)NC)=NC3=C2C(C#N)=CN3)=C1,5.503070352,3.496929648,3139.999999,1
CCN(CC)CCSC1=NC2=C(C(C#N)=CN2)C(C2=C(Cl)C=C(C#N)C(OC)=C2)=N1,5.970616222,3.029383778,1070.000001,1
CCN(CC)CCSC1=NC2=C(C(C#N)=CN2)C(C2=C(Cl)C=C(Cl)C(OC)=C2)=N1,5.853871964,3.146128036,1400.000001,1
CCN(CC)CC1=CC2=C(C=C1)C[C@@H](N1CCN(CCC3CCCCC3)CC1=O)CC2,5.48148606,3.51851394,3300.000001,1
CCN(CC)CC1=CC2=C(C=C1)C[C@@H](N1CCN(CCC3CCCS3)CC1=O)CC2,4.879426069,4.120573931,13199.99999,0
CCN(CC)CC1=CC2=C(C=C1)C[C@@H](N1CCN(CCC3=CC(C(F)(F)F)=CC=C3)CC1=O)CC2,5.769551079,3.230448921,1699.999999,1
CCN(CC)CC1=CC2=C(C=C1)C[C@@H](N1CCN(CCC3=CC=C(Cl)C=C3)CC1=O)CC2,5.48148606,3.51851394,3300.000001,1
CCN(C(=O)C1=CC=CC=C1OC1=CC=CC=C1)[C@H]1CCNC1,5.298432015,3.701567985,5029.999999,1
CCN(CC)[C@@H](C)CNC(=O)C1=CC(C2=C3N=C(C4=CC=CS4)C=CN3N=C2)=NC=C1,6.143875556,2.856124444,717.9999996,1
CCN(CC)C1=NC(COCC2(C3=CC=C(F)C=C3)CCN(C)CC2)=CC(C(F)(F)F)=C1,4.853871964,4.146128036,14000.00001,0
CCN1CCOC(C(=O)N2CCN(C(=O)NC3=CC(Cl)=C(Cl)C=C3)CC2)C1,5.301029996,3.698970004,4999.999996,1
CCN1CCCC(CN2CCN(C(=O)NC3=CC(Cl)=C(Cl)C=C3)CC2)C1,5.366531544,3.633468456,4300.000004,1
CCN1CCNC(CN2CCN(C(=O)NC3=CC(Cl)=C(Cl)C=C3)CC2)C1,5.050609993,3.949390007,8900.000007,1
CCN1CCC(N(C(=O)NCC2=CC=C(F)C=C2)C2=CC=C(Cl)C=C2)CC1,5.177178355,3.822821645,6649.999995,1
CCN1CCC(N(C(=O)NCC2=CC=C(F)C=C2)C2=NC=C(Cl)C=C2)CC1,5.036684489,3.963315511,9189.999992,1
CCN1CCN(CC2=CC(Cl)=C(C3=CC=C(C(=O)NC4=C(N)C=CC=C4)C=C3)N=C2)CC1,5.07999988,3.92000012,8317.640009,1
CCN1CCC2=C(C=C3SC(N)=NC3=C2)CC1,4.537602002,4.462397998,29000.00001,0
CCN1C[C@H]2C[C@@]2(C2=CC=C(NS(=O)(=O)C3=CC=C(C(C)C)C=C3)C=C2)C1,5.899998417,3.100001583,1258.930001,1
CCN1CCC[C@@H](CN2CCN(C(=O)NC3=CC(Cl)=C(Cl)C=C3)CC2)C1,5.677780705,3.322219295,2100.000001,1
CCN1CCO[C@@H](CN2CCN(C(=O)NC3=CC(Cl)=C(Cl)C=C3)CC2)C1,5.102372909,3.897627091,7899.999995,1
CCN1C[C@H](C2=CC=C(C3=CC(NS(C)(=O)=O)=CC=C3)C=C2)[C@@H](NS(=O)(=O)C(C)C)C1,5.602059991,3.397940009,2500.000002,1
CCN1C[C@H](C2=CC=C(C3=CC=C(C#N)C=C3)C=C2)[C@@H](NS(=O)(=O)C(C)C)C1,6.397940009,2.602059991,399.9999997,1
CCN1C[C@@H]2C[C@@H](NC3CCOCC3OC)C[C@]2(C(=O)N2CCC3=C(C=C(C(F)(F)F)C=N3)C2)C1,4.370590401,4.629409599,42599.99999,0
CCNC(=O)N1CC2(CCN(CC3CCN(C(=O)OCC)CC3)CC2)C2=C1N=CC=C2,6.638272164,2.361727836,230,1
CCNC(=O)[C@H]1CC(=O)[C@@]2(C)CC[C@@H]3C4=C(C=C(OCCCN5CCC[C@H]5C)C=C4)CC[C@H]3[C@H]12,4.756961951,4.243038049,17500.00001,0
CCNC(=O)[C@H]1CC[C@@]2(C)CC[C@@H]3C4=C(C=C(OCCCN5CCC[C@H]5C)C=C4)CC[C@H]3[C@H]12,5.387216143,3.612783857,4100.000003,1
CCNC(=O)C1=NNC2=C1C=CC(C1=C(Cl)C=C(N3C=CC=C(C)C3=O)C=C1)=C2,4.795880017,4.204119983,16000.00001,0
CCNC(=O)C1=CC(O[C@H]2CN(C(=O)CC3=CC=C(OC(F)(F)F)C=C3)CC2(F)F)=C(N)N=C1,4.366531544,4.633468456,43000.00004,0
CCNC(=O)C1=CC=C(C2=CC3=C(C=C2)C(=O)N(CCN2CCCC2)CC3)C=C1,4.795880017,4.204119983,16000.00001,0
CCNC(=O)C1=CC=C(C2=CC3=C(C=C2)C(=O)N(CCN2CCC[C@H]2C)CC3)C=C1,5.13076828,3.86923172,7400.000005,1
CCNC1(CNC(=O)N2CCC(C3=NC(C4=NC5=C(C=CC=C5)C=C4)=NO3)CC2)CCCC1,4.619788758,4.380211242,24000.00002,0
CCNCC1=CC(C(F)(F)F)=CC(C(=O)N[C@@H]2CCC3=C(C=C(OC4=C5CCC(=O)NC5=NC=C4)C=C3)C2)=C1,5.251811973,3.748188027,5600,1
CCNS(=O)(=O)C1=CC=C(C2=CC=C(CCN3CCC[C@H]3C)C=C2)C=C1,5.47070057,3.52929943,3382.979998,1
CCOC(=O)C1C(OC(=O)C2=CC=CC=C2)CC2CCC1N2C,5.920001602,3.079998398,1202.26,1
CCOC(=O)C1CCN(C(=O)C2=CC=C(C[C@@H]3CC[C@H]([C@H](O)C4=CC=CC=C4)N3)C=C2)CC1,5.080921908,3.919078092,8299.999993,1
CCOC(=O)CCCOC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,6,3,1000,1
CCOC(=O)COC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,5.070581074,3.929418926,8500.000006,1
CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(N)=O)C2=NC=CC=C23)CC1,6.721246399,2.278753601,190,1
CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)N(CC)CC)C2=NC=CC=C23)CC1,5.595166283,3.404833717,2540.000002,1
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(C)C2=NC=CC=C23)CC1,5.595166283,3.404833717,2540.000002,1
CCOC(=O)N1CCC(C)(CN2CCC3(CC2)CN(S(C)(=O)=O)C2=NC=CC=C23)CC1,5.440093375,3.559906625,3630,1
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)NC2=NC=CC=C23)CC1,5.552841969,3.447158031,2799.999998,1
CCOC(=O)N1CCC(CN2CCC3(CC2)OC(=O)NC2=NC=CC=C23)CC1,6.036212173,2.963787827,919.9999993,1
CCOC(=O)N1CCC(CN2CC[C@H](NC(=O)C3=C(OC)C=C(N)C(Cl)=C3)[C@H](OC)C2)CC1,5.339134522,3.660865478,4580,1
CCOC(=O)NCCC1=C(C2=CC(Cl)=C([C@H]3CNCC[C@@H]3C3=CC(=O)N(C)C=C3)C=C2)C=CC=C1,5.494850022,3.505149978,3199.999998,1
CCOC(=O)NC1=C([C@@H](C2=CC=C(C(=O)N(CC)CC)C=C2)N2CCN(CC3=CSC=N3)CC2)C=CC=C1,5.060480747,3.939519253,8700.000008,1
CCOC(=O)NC1=CC=C([C@@H](C2=CC=C(C(=O)N(CC)CC)C=C2)N2CCN(CC3=CSC=N3)CC2)C=C1,5.13667714,3.86332286,7299.999998,1
CCOC(=O)[C@H]1[C@H]2CN(C(=O)C3=CC=C(C[C@@H]4CC[C@H]([C@H](O)C5=CC=CC=C5)N4)C=C3)C[C@H]21,4.920818754,4.079181246,12000,0
CCOC(=O)C1=C2N=CC=C(CCC34CCC(NCC5=NC6=C(C=C5)OCC(=O)N6)(CC3)CO4)C2=NC=C1OC,8.104025268,0.895974732,7.869999993,1
CCOC(=O)C1=CC([C@@]2(C3=CN(C)N=C3)N[C@@H](C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)=CN=C1,5.598599459,3.401400541,2520.000001,1
CCOC(=O)C1=CC([C@@]2(C3=CN(C)N=C3)N[C@@H](C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)=NC=C1,5.919012953,3.080987047,1205,1
CCOC(=O)C1=CC([C@]2(C3=CN(C)N=C3)N[C@@H](C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)=CN=C1,5.646468441,3.353531559,2257,1
CCOC(=O)C1=CC([C@]2(C3=CN(C)N=C3)N[C@@H](C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)=NC=C1,5.847711656,3.152288344,1419.999999,1
CCOC(=O)C1=CN=C([C@]2(C3=CN(C)N=C3)N[C@@H](C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)C=C1,5.79290446,3.20709554,1610.999998,1
CCOC(=O)C1=NC([C@@]2(C3=CN(C)N=C3)N[C@@H](C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)=CC=C1,6.204119983,2.795880017,624.9999995,1
CCOC(=O)C1=NC([C@]2(C3=CN(C)N=C3)N[C@@H](C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)=CC=C1,6.150580586,2.849419414,707.0000003,1
CCOC(=N)C1=CC=C(C2=NC3=C(C=C2)C=C(CCN2CCC[C@H]2C)C=C3)S1,5.318758763,3.681241237,4799.999996,1
CCOC[C@H](OC1=C2C=NN(C3=C(Cl)C=CC=N3)C2=NC=N1)C(=O)NC1=NC=C(C#N)C=C1,4.700000069,4.299999931,19952.61998,0
CCOC[C@H](OC1=C2C=NN(C3=C(Cl)C=CC=N3)C2=NC=N1)C(=O)NC1=NC=C(C)C=C1,4.200000031,4.799999969,63095.72994,0
CCOC[C@H](OC1=C2C=NN(C3=C(Cl)C=CC=C3)C2=NC=N1)C(=O)NC1=NC=C(C)N=C1,4.300000029,4.699999971,50118.72002,0
